   0.999955E-03   0.223036E-03   0.204368E-01   0.598425E-01
   0.101344E-02   0.226228E-03   0.206619E-01   0.599978E-01
   0.102711E-02   0.229464E-03   0.208895E-01   0.601536E-01
   0.104097E-02   0.232745E-03   0.211195E-01   0.603098E-01
   0.105501E-02   0.236072E-03   0.213520E-01   0.604664E-01
   0.106924E-02   0.239445E-03   0.215870E-01   0.606235E-01
   0.108366E-02   0.242864E-03   0.218246E-01   0.607811E-01
   0.109828E-02   0.246331E-03   0.220648E-01   0.609391E-01
   0.111309E-02   0.249846E-03   0.223076E-01   0.610975E-01
   0.112810E-02   0.253409E-03   0.225530E-01   0.612564E-01
   0.114332E-02   0.257022E-03   0.228011E-01   0.614157E-01
   0.115874E-02   0.260685E-03   0.230518E-01   0.615754E-01
   0.117437E-02   0.264398E-03   0.233053E-01   0.617356E-01
   0.119021E-02   0.268162E-03   0.235616E-01   0.618963E-01
   0.120627E-02   0.271979E-03   0.238206E-01   0.620574E-01
   0.122254E-02   0.275848E-03   0.240825E-01   0.622189E-01
   0.123903E-02   0.279770E-03   0.243471E-01   0.623809E-01
   0.125574E-02   0.283746E-03   0.246147E-01   0.625433E-01
   0.127268E-02   0.287777E-03   0.248852E-01   0.627062E-01
   0.128984E-02   0.291863E-03   0.251586E-01   0.628695E-01
   0.130724E-02   0.296006E-03   0.254349E-01   0.630332E-01
   0.132487E-02   0.300205E-03   0.257143E-01   0.631974E-01
   0.134274E-02   0.304462E-03   0.259967E-01   0.633621E-01
   0.136086E-02   0.308778E-03   0.262822E-01   0.635272E-01
   0.137921E-02   0.313152E-03   0.265707E-01   0.636927E-01
   0.139781E-02   0.317587E-03   0.268624E-01   0.638587E-01
   0.141667E-02   0.322082E-03   0.271573E-01   0.640251E-01
   0.143578E-02   0.326638E-03   0.274554E-01   0.641920E-01
   0.145514E-02   0.331257E-03   0.277567E-01   0.643593E-01
   0.147477E-02   0.335939E-03   0.280612E-01   0.645271E-01
   0.149466E-02   0.340685E-03   0.283691E-01   0.646953E-01
   0.151482E-02   0.345496E-03   0.286803E-01   0.648639E-01
   0.153526E-02   0.350372E-03   0.289949E-01   0.650330E-01
   0.155596E-02   0.355315E-03   0.293129E-01   0.652026E-01
   0.157695E-02   0.360324E-03   0.296344E-01   0.653725E-01
   0.159822E-02   0.365403E-03   0.299593E-01   0.655430E-01
   0.161978E-02   0.370550E-03   0.302878E-01   0.657138E-01
   0.164163E-02   0.375767E-03   0.306199E-01   0.658851E-01
   0.166377E-02   0.381055E-03   0.309555E-01   0.660569E-01
   0.168621E-02   0.386414E-03   0.312948E-01   0.662291E-01
   0.170896E-02   0.391846E-03   0.316378E-01   0.664017E-01
   0.173201E-02   0.397352E-03   0.319844E-01   0.665748E-01
   0.175537E-02   0.402932E-03   0.323349E-01   0.667483E-01
   0.177904E-02   0.408587E-03   0.326892E-01   0.669223E-01
   0.180304E-02   0.414319E-03   0.330473E-01   0.670966E-01
   0.182736E-02   0.420128E-03   0.334092E-01   0.672715E-01
   0.185201E-02   0.426016E-03   0.337752E-01   0.674467E-01
   0.187699E-02   0.431982E-03   0.341451E-01   0.676224E-01
   0.190231E-02   0.438029E-03   0.345190E-01   0.677986E-01
   0.192797E-02   0.444157E-03   0.348969E-01   0.679751E-01
   0.195397E-02   0.450368E-03   0.352790E-01   0.681521E-01
   0.198033E-02   0.456662E-03   0.356652E-01   0.683296E-01
   0.200704E-02   0.463040E-03   0.360556E-01   0.685074E-01
   0.203411E-02   0.469503E-03   0.364503E-01   0.686857E-01
   0.206155E-02   0.476054E-03   0.368492E-01   0.688644E-01
   0.208935E-02   0.482691E-03   0.372525E-01   0.690436E-01
   0.211754E-02   0.489417E-03   0.376601E-01   0.692232E-01
   0.214610E-02   0.496233E-03   0.380722E-01   0.694032E-01
   0.217504E-02   0.503140E-03   0.384887E-01   0.695836E-01
   0.220438E-02   0.510139E-03   0.389098E-01   0.697645E-01
   0.223412E-02   0.517231E-03   0.393354E-01   0.699457E-01
   0.226425E-02   0.524417E-03   0.397657E-01   0.701274E-01
   0.229479E-02   0.531699E-03   0.402007E-01   0.703096E-01
   0.232574E-02   0.539077E-03   0.406403E-01   0.704921E-01
   0.235711E-02   0.546554E-03   0.410848E-01   0.706751E-01
   0.238891E-02   0.554129E-03   0.415340E-01   0.708584E-01
   0.242113E-02   0.561804E-03   0.419882E-01   0.710422E-01
   0.245379E-02   0.569582E-03   0.424473E-01   0.712265E-01
   0.248688E-02   0.577462E-03   0.429114E-01   0.714111E-01
   0.252043E-02   0.585446E-03   0.433805E-01   0.715961E-01
   0.255443E-02   0.593536E-03   0.438547E-01   0.717816E-01
   0.258888E-02   0.601732E-03   0.443341E-01   0.719675E-01
   0.262380E-02   0.610037E-03   0.448187E-01   0.721538E-01
   0.265919E-02   0.618451E-03   0.453085E-01   0.723405E-01
   0.269506E-02   0.626976E-03   0.458037E-01   0.725276E-01
   0.273141E-02   0.635613E-03   0.463043E-01   0.727152E-01
   0.276825E-02   0.644363E-03   0.468103E-01   0.729031E-01
   0.280559E-02   0.653229E-03   0.473218E-01   0.730915E-01
