0.0E-06         0.0E+00         0       X       1       X       X       X            22    0    R       gamma                   xxx
1.930E+03     	2.8E+02     	1.5	X	3.5 	+	X	F	   2118	   0	D	Delta(1950)(F37) 	udd             
1.930E+03     	2.8E+02     	1.5	X	3.5 	+	X	F	   1118	   -	D	Delta(1950)(F37) 	ddd             
1.115683E+03  	2.518E-12   	0  	X	0.5 	+	X	F	   3122	   0	R	Lambda(P01)      	uds             
1.406E+03     	5.00E+01    	0  	X	0.5 	-	X	F	  13122	   0	R	Lambda(1405)(S01)	uds             
1.51950E+03   	1.560E+01   	0  	X	1.5 	-	X	F	   3124	   0	R	Lambda(1520)(D03)	uds             
1.60E+03      	1.50E+02    	0  	X	0.5 	+	X	F	  23122	   0	D	Lambda(1600)(P01)	uds             
1.6700E+03    	3.50E+01    	0  	X	0.5 	-	X	F	  33122	   0	D	Lambda(1670)(S01)	uds             
1.690E+03     	6.00E+01    	0  	X	1.5 	-	X	F	  13124	   0	D	Lambda(1690)(D03)	uds             
1.80E+03      	3.00E+02    	0  	X	0.5 	-	X	F	  43122	   0	D	Lambda(1800)(S01)	uds             
1.81E+03      	1.50E+02    	0  	X	0.5 	+	X	F	  53122	   0	D	Lambda(1810)(P01)	uds             
1.820E+03     	8.00E+01    	0  	X	2.5 	+	X	F	   3126	   0	D	Lambda(1820)(F05)	uds             
1.830E+03     	9.5E+01     	0  	X	2.5 	-	X	F	  13126	   0	D	Lambda(1830)(D05)	uds             
1.890E+03     	1.0E+02     	0  	X	1.5 	+	X	F	  23124	   0	D	Lambda(1890)(P03)	uds             
2.1000E+03    	2.0E+02     	0  	X	3.5 	-	X	F	   3128	   0	D	Lambda(2100)(G07)	uds             
2.110E+03     	2.0E+02     	0  	X	2.5 	+	X	F	  23126	   0	D	Lambda(2110)(F05)	uds             
1.18937E+03   	8.264E-12   	1  	X	0.5 	+	X	F	   3222	   +	R	Sigma(P11)       	uus             
1.192642E+03  	9.0E-03     	1  	X	0.5 	+	X	F	   3212	   0	R	Sigma(P11)       	uds             
1.197449E+03  	4.480E-12   	1  	X	0.5 	+	X	F	   3112	   -	R	Sigma(P11)       	dds             
1.3828E+03    	3.58E+01    	1  	X	1.5 	+	X	F	   3224	   +	R	Sigma(1385)(P13) 	uus             
1.38370E+03   	3.6E+01     	1  	X	1.5 	+	X	F	   3214	   0	R	Sigma(1385)(P13) 	uds             
1.3872E+03    	3.94E+01    	1  	X	1.5 	+	X	F	   3114	   -	R	Sigma(1385)(P13) 	dds             
1.660E+03     	1.0E+02     	1  	X	0.5 	+	X	F	  13222	   +	R	Sigma(1660)(P11) 	uus             
1.660E+03     	1.0E+02     	1  	X	0.5 	+	X	F	  13212	   0	R	Sigma(1660)(P11) 	uds             
1.660E+03     	1.0E+02     	1  	X	0.5 	+	X	F	  13112	   -	R	Sigma(1660)(P11) 	dds             
1.670E+03     	6.0E+01     	1  	X	1.5 	-	X	F	  13224	   +	D	Sigma(1670)(D13) 	uus             
1.670E+03     	6.0E+01     	1  	X	1.5 	-	X	F	  13214	   0	D	Sigma(1670)(D13) 	uds             
1.670E+03     	6.0E+01     	1  	X	1.5 	-	X	F	  13114	   -	D	Sigma(1670)(D13) 	dds             
1.750E+03     	9.0E+01     	1  	X	0.5 	-	X	F	  23222	   +	D	Sigma(1750)(S11) 	uus             
1.750E+03     	9.0E+01     	1  	X	0.5 	-	X	F	  23212	   0	D	Sigma(1750)(S11) 	uds             
1.750E+03     	9.0E+01     	1  	X	0.5 	-	X	F	  23112	   -	D	Sigma(1750)(S11) 	dds             
1.775E+03     	1.20E+02    	1  	X	2.5 	-	X	F	   3226	   +	D	Sigma(1775)(D15) 	uus             
1.775E+03     	1.20E+02    	1  	X	2.5 	-	X	F	   3216	   0	D	Sigma(1775)(D15) 	uds             
1.775E+03     	1.20E+02    	1  	X	2.5 	-	X	F	   3116	   -	D	Sigma(1775)(D15) 	dds             
1.915E+03     	1.2E+02     	1  	X	2.5 	+	X	F	  13226	   +	D	Sigma(1915)(F15) 	uus             
1.915E+03     	1.2E+02     	1  	X	2.5 	+	X	F	  13216	   0	D	Sigma(1915)(F15) 	uds             
1.915E+03     	1.2E+02     	1  	X	2.5 	+	X	F	  13116	   -	D	Sigma(1915)(F15) 	dds             
1.9400E+03    	2.2E+02     	1  	X	1.5 	-	X	F	  23224	   +	D	Sigma(1940)(D13) 	uus             
1.9400E+03    	2.2E+02     	1  	X	1.5 	-	X	F	  23214	   0	D	Sigma(1940)(D13) 	uds             
1.9400E+03    	2.2E+02     	1  	X	1.5 	-	X	F	  23114	   -	D	Sigma(1940)(D13) 	dds             
2.030E+03     	1.80E+02    	1  	X	3.5 	+	X	F	   3228	   +	D	Sigma(2030)(F17) 	uus             
2.030E+03     	1.80E+02    	1  	X	3.5 	+	X	F	   3218	   0	D	Sigma(2030)(F17) 	uds             
2.030E+03     	1.80E+02    	1  	X	3.5 	+	X	F	   3118	   -	D	Sigma(2030)(F17) 	dds             
1.31486E+03   	2.28E-12    	0.5	X	0.5 	+	X	F	   3322	   0	R	Xi(P11)          	uss             
1.32171E+03   	4.04E-12    	0.5	X	0.5 	+	X	F	   3312	   -	R	Xi(P11)          	dss             
1.53180E+03   	9.1E+00     	0.5	X	1.5 	+	X	F	   3324	   0	R	Xi(1530)(P13)    	uss             
1.5350E+03    	9.9E+00     	0.5	X	1.5 	+	X	F	   3314	   -	R	Xi(1530)(P13)    	dss             
1.823E+03     	2.40E+01    	0.5	X	1.5 	-	X	F	  13324	   0	D	Xi(1820)(D13)    	uss             
1.823E+03     	2.40E+01    	0.5	X	1.5 	-	X	F	  13314	   -	D	Xi(1820)(D13)    	dss             
1.67245E+03   	8.07E-12    	0  	X	1.5 	+	X	F	   3334	   -	R	Omega            	sss             
2.28646E+03   	3.32E-09    	0  	X	0.5 	+	X	F	   4122	   +	R	Lambda(c)        	udc             
2.5954E+03    	3.6E+00     	0  	X	0.5 	-	X	F	  14122	   +	R	Lambda(c)(2595)  	udc             
2.45402E+03   	2.23E+00    	1  	X	0.5 	+	X	F	   4222	  ++	R	Sigma(c)(2455)   	uuc             
2.4529E+03    	4.6         	1  	X	0.5 	+	X	F	   4212	   +	R	Sigma(c)(2455)   	udc             
2.45376E+03   	2.2E+00     	1  	X	0.5 	+	X	F	   4112	   0	R	Sigma(c)(2455)   	ddc             
2.5184E+03    	1.49E+01    	1  	X	1.5 	+	X	F	   4224	  ++	R	Sigma(c)(2520)   	uuc             
2.5175E+03    	17          	1  	X	1.5 	+	X	F	   4214	   +	R	Sigma(c)(2520)   	udc             
2.5180E+03    	1.61E+01    	1  	X	1.5 	+	X	F	   4114	   0	R	Sigma(c)(2520)   	ddc             
2.4679E+03    	1.50E-09    	0.5	X	0.5 	+	X	F	   4232	   +	R	Xi(c)            	usc             
2.4710E+03    	5.9E-09     	0.5	X	0.5 	+	X	F	   4132	   0	R	Xi(c)            	dsc             
2.5757E+03    	-1          	0.5	X	0.5 	+	X	F	   4322	   +	R	Xi(c)'           	usc             
2.5780E+03    	-1          	0.5	X	0.5 	+	X	F	   4312	   0	R	Xi(c)'           	dsc             
2.6466E+03    	3.1         	0.5	X	1.5 	+	X	F	   4324	   +	R	Xi(c)(2645)      	usc             
2.6461E+03    	5.5         	0.5	X	1.5 	+	X	F	   4314	   0	R	Xi(c)(2645)      	dsc             
2.6975E+03    	9.6E-09     	0  	X	0.5 	+	X	F	   4332	   0	R	Omega(c)         	ssc             
2.7683E+03    	-1          	0  	X	1.5 	+	X	F	   4334	   0	R	Omega(c)(2770)   	ssc             
5.6202E+03    	4.79E-10    	0  	X	0.5 	+	X	F	   5122	   0	R	Lambda(b)        	udb             
5.8078E+03    	-1          	1  	X	0.5 	+	X	F	   5222	   +	R	Sigma(b)         	uub             
5.8078E+03    	-1          	1  	X	0.5 	+	X	F	   5212	   0	R	Sigma(b)         	udb             
5.8152E+03    	-1          	1  	X	0.5 	+	X	F	   5112	   -	R	Sigma(b)         	ddb             
5.8290E+03    	-1          	1  	X	1.5 	+	X	F	   5224	   +	R	Sigma(b)*        	uub             
5.8290E+03    	-1          	1  	X	1.5 	+	X	F	   5214	   0	R	Sigma(b)*        	udb             
5.8364E+03    	-1          	1  	X	1.5 	+	X	F	   5114	   -	R	Sigma(b)*        	ddb             
5.7924E+03    	1.42E-12    	0.5	X	0.5 	+	X	F	   5232	   -	R	Xi(b)            	dsb             
5.7924E+03    	4.7E-10     	0.5	X	0.5 	+	X	F	   5132	   0	R	Xi(b)            	usb             
