               10413                1231                -211                   0                   1   1
               10413                1233                 111                   0                   1   1
              -10413                1232                 211                   0                   1   1
              -10413                1234                 111                   0                   1   1
                 229                -211                 211                   0                   1   1
             9060225                 333                 333                   0                   1   0
                -329                -321                 111                   0                 0.1   1
                -329                -313                -213                   0                 0.2   1
                -329                -323                 113                   0                 0.2   1
                -329                -313                 113                -211                0.02   0
                -329                -313                -213                 111                0.02   0
                -329                -323                 113                 111                0.02   0
                -329                -323                 333                   0                0.05   1
                 329                 321                 111                   0                 0.1   1
                 329                 313                 213                   0                 0.2   1
                 329                 323                 113                   0                 0.2   1
                 329                 313                 113                 211                0.02   0
                 329                 313                 213                 111                0.02   0
                 329                 323                 113                 111                0.02   0
                 329                 323                 333                   0                0.05   1
                -319                -321                 211                   0                 0.1   1
                -319                -313                 113                   0                 0.2   1
                -319                -323                 213                   0                 0.2   1
                -319                -313                 113                 111                0.02   0
                -319                -313                -213                 211                0.02   0
                -319                -313                 213                -211                0.02   0
                -319                -323                 113                 211                0.02   0
                -319                -323                 213                 111                0.02   0
                -319                -313                 333                   0                0.05   1
                 319                 321                -211                   0                 0.1   1
                 319                 313                 113                   0                 0.2   1
                 319                 323                -213                   0                 0.2   1
                 319                 313                 113                 111                0.02   0
                 319                 313                -213                 211                0.02   0
                 319                 313                 213                -211                0.02   0
                 319                 323                 113                -211                0.02   0
                 319                 323                -213                 111                0.02   0
                 319                 313                 333                   0                0.05   1
                 423                1233                 111                   0                0.62   0
                 423                1233                  22                   0                0.38   0
                -423                1234                 111                   0                0.62   0
                -423                1234                  22                   0                0.38   0
                 413                1233                 211                   0                0.67   0
                 413                1231                 111                   0                0.31   0
                 413                1231                  22                   0                0.02   0
                -413                1234                -211                   0                0.67   0
                -413                1232                 111                   0                0.31   0
                -413                1232                  22                   0                0.02   0
               10413                 413                -211                   0                   1   0
              -10413                -413                 211                   0                   1   0
                 425                 413                -211                   0                 0.5   0
                 425                1231                -211                   0                 0.5   0
                -425                -413                 211                   0                 0.5   0
                -425                -413                 211                   0                 0.5   0
                 415                 423                 211                   0                 0.5   0
                 415                1233                 211                   0                 0.5   0
                -415                -423                -211                   0                 0.5   0
                -415                -423                -211                   0                 0.5   0
                1331                2112                 321                   0                   1   1
                1331                2212                 311                   0                   1   1
               -1331               -2112                -321                   0                   1   1
               -1331               -2212                -311                   0                   1   1
                1531                3322                -211                   0                 0.5   1
                1531                3112                -321                   0                 0.5   1
                1431                3322                 211                   0                 0.5   1
                1431                3222                -311                   0                 0.5   1
               -1431               -3312                 211                   0                 0.5   1
               -1431               -3112                 321                   0                 0.5   1
               -1531               -3322                -211                   0                 0.5   1
               -1531               -3222                 311                   0                 0.5   1
                7531                3122                3122                   0                   1   0
               -7531               -3122               -3122                   0                   1   0
                9297                2212                 211                   0                 0.1   0
                9297                2214                 211                   0                 0.2   1
                9297                2224                 111                   0                 0.2   1
                9297                2212                 213                   0                 0.7   0
